ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300193.SZ,20240607,7.78,8.03,7.77,7.99,7.66,0.33,4.3081,83246.43,65690.933
300193.SZ,20240606,7.89,7.96,7.59,7.66,7.88,-0.22,-2.7919,98577.55,76049.666
300193.SZ,20240605,8.14,8.14,7.87,7.88,8.11,-0.23,-2.836,75366.27,60138.367
300193.SZ,20240604,8.15,8.23,8.04,8.11,8.18,-0.07,-0.8557,88291.98,71634.297
300193.SZ,20240603,8.39,8.46,8.08,8.18,8.37,-0.19,-2.27,85958.2,71030.832
300193.SZ,20240531,8.25,8.4,8.23,8.37,8.27,0.1,1.2092,44007.3,36676.399
300193.SZ,20240530,8.3,8.38,8.21,8.27,8.31,-0.04,-0.4813,50981.99,42218.689
300193.SZ,20240529,8.3,8.41,8.27,8.31,8.31,0.0,0.0,35994.0,30014.829
300193.SZ,20240528,8.34,8.46,8.3,8.31,8.4,-0.09,-1.0714,43580.59,36473.437
300193.SZ,20240527,8.3,8.4,8.2,8.4,8.26,0.14,1.6949,41566.0,34452.058
300193.SZ,20240524,8.28,8.39,8.24,8.26,8.38,-0.12,-1.432,51704.01,42969.406
300193.SZ,20240523,8.37,8.55,8.32,8.38,8.43,-0.05,-0.5931,73817.31,62294.7
300193.SZ,20240522,8.37,8.5,8.35,8.43,8.39,0.04,0.4768,44102.17,37200.32
300193.SZ,20240521,8.47,8.52,8.3,8.39,8.48,-0.09,-1.0613,68890.0,57796.963
300193.SZ,20240520,8.51,8.58,8.44,8.48,8.56,-0.08,-0.9346,67864.92,57648.112
300193.SZ,20240517,8.49,8.56,8.43,8.56,8.49,0.07,0.8245,62493.3,53116.421
300193.SZ,20240516,8.52,8.58,8.4,8.49,8.48,0.01,0.1179,98708.0,83816.579
300193.SZ,20240515,8.69,8.72,8.47,8.48,8.78,-0.3,-3.4169,136195.24,116857.785
300193.SZ,20240514,8.74,8.95,8.74,8.78,8.71,0.07,0.8037,99022.86,87357.734
300193.SZ,20240513,8.95,8.95,8.65,8.71,9.01,-0.3,-3.3296,145853.69,127925.85
300193.SZ,20240510,8.7,9.39,8.65,9.01,8.68,0.33,3.8018,253394.59,229385.65
300193.SZ,20240509,8.43,8.72,8.43,8.68,8.45,0.23,2.7219,102575.53,88278.794
300193.SZ,20240508,8.49,8.54,8.4,8.45,8.53,-0.08,-0.9379,73235.17,61967.671
300193.SZ,20240507,8.48,8.69,8.44,8.53,8.52,0.01,0.1174,127041.39,108568.085
300193.SZ,20240506,8.41,8.52,8.31,8.52,8.3,0.22,2.6506,110743.33,93490.087
300193.SZ,20240430,8.19,8.37,8.19,8.3,8.21,0.09,1.0962,100615.83,83226.277
