ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
835670.BJ,20240607,9.23,9.44,9.13,9.26,9.13,0.13,1.4239,8613.32,7979.916
835670.BJ,20240606,9.81,9.85,9.06,9.13,9.72,-0.59,-6.07,18985.71,17661.696
835670.BJ,20240605,10.17,10.17,9.62,9.72,10.1,-0.38,-3.7624,13562.69,13340.714
835670.BJ,20240604,10.15,10.38,10.01,10.1,10.11,-0.01,-0.0989,7256.1,7383.271
835670.BJ,20240603,10.35,10.38,10.02,10.11,10.41,-0.3,-2.8818,8256.39,8399.138
835670.BJ,20240531,10.42,10.53,10.32,10.41,10.44,-0.03,-0.2874,6108.71,6367.901
835670.BJ,20240530,10.53,10.66,10.38,10.44,10.44,0.0,0.0,8021.39,8434.197
835670.BJ,20240529,10.39,10.62,10.36,10.44,10.41,0.03,0.2882,7334.79,7689.86
835670.BJ,20240528,10.34,10.59,10.28,10.41,10.36,0.05,0.4826,10227.02,10708.729
835670.BJ,20240527,10.17,10.38,10.1,10.36,10.18,0.18,1.7682,7724.62,7959.125
835670.BJ,20240524,10.61,10.77,10.12,10.18,10.56,-0.38,-3.5985,13174.96,13718.54
835670.BJ,20240523,10.23,11.11,10.0,10.62,10.22,0.4,3.9139,35356.16,37832.679
835670.BJ,20240522,10.05,10.35,10.05,10.22,10.04,0.18,1.7928,8285.23,8456.735
835670.BJ,20240521,10.18,10.27,10.02,10.04,10.26,-0.22,-2.1442,5281.83,5351.332
835670.BJ,20240520,10.38,10.38,10.23,10.26,10.28,-0.02,-0.1946,6813.85,7005.073
835670.BJ,20240517,10.18,10.38,10.07,10.28,10.09,0.19,1.8831,11870.35,12146.681
835670.BJ,20240516,10.12,10.3,10.09,10.09,10.13,-0.04,-0.3949,7268.32,7392.835
835670.BJ,20240515,10.16,10.44,10.03,10.13,10.34,-0.21,-2.0309,9962.5,10147.289
835670.BJ,20240514,10.35,10.53,10.26,10.34,10.34,0.0,0.0,8578.13,8896.438
835670.BJ,20240513,10.65,10.77,10.31,10.34,10.56,-0.22,-2.0833,11350.55,11957.983
835670.BJ,20240510,10.87,10.91,10.55,10.56,10.85,-0.29,-2.6728,11900.65,12718.592
835670.BJ,20240509,10.8,11.16,10.8,10.85,10.71,0.14,1.3072,14908.64,16300.049
835670.BJ,20240508,10.86,11.0,10.7,10.71,10.93,-0.22,-2.0128,14196.68,15367.31
835670.BJ,20240507,11.0,11.25,10.86,10.93,10.93,0.0,0.0,16106.64,17662.511
835670.BJ,20240506,10.85,11.12,10.7,10.93,10.68,0.25,2.3408,23237.54,25252.263
835670.BJ,20240430,10.66,10.93,10.59,10.68,10.61,0.07,0.6598,16538.01,17792.88
835670.BJ,20240429,10.77,11.0,10.5,10.61,10.51,0.1,0.9515,26547.2,28460.592
835670.BJ,20240426,10.02,10.9,10.0,10.51,10.03,0.48,4.7856,29452.57,30603.614
835670.BJ,20240425,10.15,10.35,10.0,10.03,10.05,-0.02,-0.199,15727.03,15933.943
835670.BJ,20240424,9.93,10.08,9.89,10.05,9.92,0.13,1.3105,19885.53,19881.871
835670.BJ,20240423,10.17,10.18,9.78,9.92,10.07,-0.15,-1.4896,25508.59,25389.673
835670.BJ,20240422,10.62,10.75,9.88,10.07,10.52,-0.45,-4.2776,28168.77,28805.54
835670.BJ,20240419,10.7,10.85,10.45,10.52,10.81,-0.29,-2.6827,11757.0,12476.739
835670.BJ,20240418,10.6,11.26,10.6,10.81,11.15,-0.34,-3.0493,20774.08,22611.035
835670.BJ,20240417,10.38,11.68,10.0,11.15,9.77,1.38,14.1249,31387.79,34388.854
835670.BJ,20240416,10.8,10.97,9.3,9.77,10.8,-1.03,-9.537,19096.27,19353.769
835670.BJ,20240415,11.2,11.35,10.73,10.8,11.09,-0.29,-2.615,11146.89,12261.425
835670.BJ,20240412,11.64,11.64,11.01,11.09,11.54,-0.45,-3.8995,12026.64,13586.17
835670.BJ,20240411,11.7,11.85,11.52,11.54,11.85,-0.31,-2.616,10385.22,12090.564
835670.BJ,20240410,11.64,12.19,11.41,11.85,11.55,0.3,2.5974,23235.92,27765.496
835670.BJ,20240409,11.22,11.73,11.22,11.55,11.27,0.28,2.4845,7748.44,8954.418
835670.BJ,20240408,11.52,11.72,11.26,11.27,11.52,-0.25,-2.1701,8535.28,9798.666
835670.BJ,20240403,11.84,11.93,11.52,11.52,11.86,-0.34,-2.8668,9830.48,11550.438
835670.BJ,20240402,12.1,12.24,11.84,11.86,12.17,-0.31,-2.5472,13752.07,16402.821
835670.BJ,20240401,11.94,12.19,11.81,12.17,11.98,0.19,1.586,15799.13,18999.544
835670.BJ,20240329,12.33,12.33,11.75,11.98,12.17,-0.19,-1.5612,15436.21,18536.864
835670.BJ,20240328,11.91,12.35,11.91,12.17,12.03,0.14,1.1638,12779.0,15567.338
835670.BJ,20240327,12.08,12.47,12.01,12.03,12.1,-0.07,-0.5785,16458.97,20209.304
835670.BJ,20240326,12.25,12.78,11.81,12.1,12.43,-0.33,-2.6549,21078.42,25709.44
835670.BJ,20240325,12.95,13.2,12.42,12.43,13.07,-0.64,-4.8967,22740.78,29210.361
835670.BJ,20240322,13.28,13.75,12.92,13.07,13.47,-0.4,-2.9696,29982.69,39945.964
835670.BJ,20240321,13.61,13.93,13.46,13.47,13.86,-0.39,-2.8139,32661.86,44479.326
835670.BJ,20240320,13.54,14.18,13.12,13.86,13.67,0.19,1.3899,54219.56,74296.951
835670.BJ,20240319,13.51,14.51,13.51,13.67,13.17,0.5,3.7965,61436.01,85895.514
835670.BJ,20240318,13.08,13.28,12.92,13.17,12.9,0.27,2.093,27508.53,36100.652
835670.BJ,20240315,12.42,13.0,12.15,12.9,12.51,0.39,3.1175,33085.07,41934.344
835670.BJ,20240314,12.86,13.1,12.4,12.51,12.68,-0.17,-1.3407,20141.82,25728.464
835670.BJ,20240313,13.01,13.06,12.6,12.68,12.88,-0.2,-1.5528,18778.94,23993.325
835670.BJ,20240312,12.71,13.12,12.65,12.88,12.72,0.16,1.2579,21080.29,27298.775
835670.BJ,20240311,12.9,12.9,12.36,12.72,12.7,0.02,0.1575,18338.24,23009.705
835670.BJ,20240308,12.95,13.06,12.58,12.7,12.61,0.09,0.7137,13528.95,17254.068
835670.BJ,20240307,13.41,13.49,12.58,12.61,13.19,-0.58,-4.3973,25759.56,33253.692
835670.BJ,20240306,12.75,13.37,12.75,13.19,12.69,0.5,3.9401,33792.19,44555.715
835670.BJ,20240305,13.4,13.4,12.67,12.69,13.41,-0.72,-5.3691,31073.28,40206.058
835670.BJ,20240304,13.76,13.96,13.07,13.41,13.86,-0.45,-3.2468,38588.2,51875.958
835670.BJ,20240301,14.51,14.9,13.85,13.86,14.18,-0.32,-2.2567,53118.84,75447.558
835670.BJ,20240229,13.49,14.27,13.31,14.18,13.62,0.56,4.1116,54739.72,76559.382
835670.BJ,20240228,13.56,14.2,13.28,13.62,13.54,0.08,0.5908,61971.29,85482.985
835670.BJ,20240227,13.21,13.69,13.21,13.54,13.1,0.44,3.3588,44160.2,59566.716
835670.BJ,20240226,13.73,13.73,13.1,13.1,13.81,-0.71,-5.1412,40834.16,54341.811
835670.BJ,20240223,14.0,14.4,13.4,13.81,13.86,-0.05,-0.3608,50360.22,69232.443
835670.BJ,20240222,13.3,14.77,13.02,13.86,13.4,0.46,3.4328,64005.78,89797.889
835670.BJ,20240221,12.75,13.95,12.31,13.4,13.23,0.17,1.285,66202.64,87116.816
835670.BJ,20240220,12.65,13.89,12.51,13.23,13.43,-0.2,-1.4892,71988.93,96001.363
835670.BJ,20240219,11.35,13.99,11.35,13.43,10.81,2.62,24.2368,80018.47,102790.738
835670.BJ,20240208,10.75,10.98,9.9,10.81,10.68,0.13,1.2172,32614.48,34287.936
835670.BJ,20240207,10.59,11.38,10.3,10.68,10.48,0.2,1.9084,43418.53,47341.011
835670.BJ,20240206,9.23,10.66,8.8,10.48,9.22,1.26,13.6659,41108.74,41360.699
835670.BJ,20240205,9.89,9.89,8.6,9.22,9.88,-0.66,-6.6802,27313.08,25216.142
835670.BJ,20240202,10.55,10.88,9.51,9.88,10.73,-0.85,-7.9217,28983.33,29612.263
835670.BJ,20240201,11.46,11.47,10.65,10.73,11.57,-0.84,-7.2602,24818.23,27463.773
835670.BJ,20240131,11.43,11.78,11.4,11.57,11.52,0.05,0.434,29898.49,34567.066
835670.BJ,20240130,12.0,12.07,11.46,11.52,11.9,-0.38,-3.1933,17187.02,20222.782
835670.BJ,20240129,13.37,13.37,11.81,11.9,13.15,-1.25,-9.5057,24035.78,29949.728
835670.BJ,20240126,13.31,13.65,13.12,13.15,13.31,-0.16,-1.2021,20456.23,27396.466
835670.BJ,20240125,13.51,13.63,13.12,13.31,13.62,-0.31,-2.2761,23331.81,31281.827
835670.BJ,20240124,13.46,13.66,12.97,13.62,13.45,0.17,1.2639,21126.26,28337.848
835670.BJ,20240123,13.49,13.66,13.1,13.45,13.36,0.09,0.6737,20777.93,27861.219
835670.BJ,20240122,13.68,14.0,13.12,13.36,13.76,-0.4,-2.907,31924.18,43302.632
835670.BJ,20240119,13.44,13.86,13.25,13.76,13.4,0.36,2.6866,40664.03,55492.387
835670.BJ,20240118,12.7,13.4,12.51,13.4,12.85,0.55,4.2802,31861.61,41459.058
835670.BJ,20240117,12.82,13.48,12.8,12.85,13.12,-0.27,-2.0579,29339.03,38441.101
835670.BJ,20240116,12.38,13.32,11.72,13.12,12.35,0.77,6.2348,48533.47,61135.737
835670.BJ,20240115,13.1,13.37,12.13,12.35,13.15,-0.8,-6.0837,29957.54,37795.034
835670.BJ,20240112,14.6,14.83,13.01,13.15,14.68,-1.53,-10.4223,42989.47,59563.577
835670.BJ,20240111,14.32,14.97,14.32,14.68,14.37,0.31,2.1573,26278.27,38717.228
835670.BJ,20240110,14.23,14.5,13.88,14.37,14.23,0.14,0.9838,20232.63,28875.618
835670.BJ,20240109,14.93,15.35,14.0,14.23,14.9,-0.67,-4.4966,35613.97,51973.746
835670.BJ,20240108,16.07,16.38,14.86,14.9,16.27,-1.37,-8.4204,38767.8,60079.879
835670.BJ,20240105,17.01,17.39,16.0,16.27,16.95,-0.68,-4.0118,57500.13,96090.08
835670.BJ,20240104,16.35,17.1,16.01,16.95,16.35,0.6,3.6697,62109.2,103073.764
835670.BJ,20240103,15.98,16.6,15.7,16.35,16.0,0.35,2.1875,54281.6,88197.48
835670.BJ,20240102,15.45,16.39,15.17,16.0,15.28,0.72,4.712,62389.52,98813.235
835670.BJ,20231229,15.08,15.43,14.83,15.28,15.14,0.14,0.9247,43096.48,65617.08
835670.BJ,20231228,15.06,15.28,14.67,15.14,15.03,0.11,0.7319,36017.64,54019.275
835670.BJ,20231227,14.69,15.25,14.51,15.03,14.78,0.25,1.6915,34814.39,52107.447
835670.BJ,20231226,14.96,15.49,14.0,14.78,14.9,-0.12,-0.8054,44972.91,67069.998
835670.BJ,20231225,14.48,14.92,14.44,14.9,14.47,0.43,2.9717,39106.97,57706.476
835670.BJ,20231222,14.0,14.99,13.82,14.47,14.3,0.17,1.1888,41827.07,60072.368
835670.BJ,20231221,17.0,17.31,12.22,14.3,16.84,-2.54,-15.0831,89614.61,139845.378
835670.BJ,20231220,16.13,17.4,16.13,16.84,16.31,0.53,3.2495,75993.96,127596.396
835670.BJ,20231219,16.5,16.65,15.86,16.31,16.65,-0.34,-2.042,40077.89,65032.723
835670.BJ,20231218,16.05,16.67,15.97,16.65,15.88,0.77,4.8489,59432.36,97305.584
835670.BJ,20231215,16.29,16.55,15.52,15.88,16.2,-0.32,-1.9753,46312.58,73578.838
835670.BJ,20231214,16.59,17.45,16.11,16.2,16.58,-0.38,-2.2919,85368.6,142650.962
835670.BJ,20231213,15.82,16.72,15.63,16.58,15.8,0.78,4.9367,70092.62,115339.221
835670.BJ,20231212,15.57,16.26,15.02,15.8,15.37,0.43,2.7977,36288.2,57501.195
835670.BJ,20231211,16.02,16.3,15.01,15.37,16.14,-0.77,-4.7708,35358.8,54875.44
835670.BJ,20231208,16.46,16.67,15.66,16.14,16.11,0.03,0.1862,52639.43,85392.385
835670.BJ,20231207,14.9,16.48,14.9,16.11,15.2,0.91,5.9868,67515.3,107961.937
835670.BJ,20231206,15.58,16.18,15.0,15.2,15.57,-0.37,-2.3764,44399.53,68161.792
835670.BJ,20231205,14.5,15.88,14.12,15.57,14.4,1.17,8.125,67879.63,103875.434
835670.BJ,20231204,14.75,15.2,13.9,14.4,15.0,-0.6,-4.0,41508.71,60307.904
835670.BJ,20231201,15.6,15.94,14.7,15.0,15.16,-0.16,-1.0554,52511.6,80239.925
835670.BJ,20231130,15.12,15.95,14.65,15.16,14.86,0.3,2.0188,53013.35,80897.038
835670.BJ,20231129,16.65,16.99,14.45,14.86,16.4,-1.54,-9.3902,73920.34,116113.294
835670.BJ,20231128,16.7,18.05,15.85,16.4,18.38,-1.98,-10.7726,98365.73,168993.531
835670.BJ,20231127,16.4,19.31,16.04,18.38,16.4,1.98,12.0732,147828.49,263947.247
835670.BJ,20231124,15.0,17.03,13.99,16.4,15.06,1.34,8.8977,117918.5,186611.71
835670.BJ,20231123,15.88,18.7,14.5,15.06,15.86,-0.8,-5.0441,148393.18,244490.282
835670.BJ,20231122,12.3,16.0,11.7,15.86,12.5,3.36,26.88,145256.43,206771.849
835670.BJ,20231121,11.25,13.88,11.18,12.5,11.05,1.45,13.1222,65570.69,82024.775
835670.BJ,20231120,10.66,11.1,10.51,11.05,10.57,0.48,4.5412,16167.86,17526.093
835670.BJ,20231117,10.54,10.66,10.41,10.57,10.47,0.1,0.9551,6146.27,6483.439
835670.BJ,20231116,10.98,10.98,10.34,10.47,10.91,-0.44,-4.033,12760.03,13490.08
835670.BJ,20231115,11.5,11.55,10.9,10.91,11.13,-0.22,-1.9766,14091.07,15784.368
835670.BJ,20231114,10.78,11.26,10.77,11.13,10.7,0.43,4.0187,13525.17,15005.574
835670.BJ,20231113,10.49,10.8,10.48,10.7,10.52,0.18,1.711,5716.57,6090.251
835670.BJ,20231110,10.74,11.02,10.52,10.52,10.75,-0.23,-2.1395,8158.86,8783.75
835670.BJ,20231109,10.84,11.15,10.73,10.75,10.98,-0.23,-2.0947,11839.99,12952.388
835670.BJ,20231108,10.5,11.3,10.5,10.98,10.82,0.16,1.4787,17925.34,19715.543
835670.BJ,20231107,10.6,11.05,10.59,10.82,10.39,0.43,4.1386,16289.92,17659.969
835670.BJ,20231106,10.55,10.77,10.3,10.39,10.4,-0.01,-0.0962,8936.78,9347.023
835670.BJ,20231103,10.25,10.53,10.18,10.4,10.06,0.34,3.3797,10609.32,10984.01
835670.BJ,20231102,9.64,10.26,9.64,10.06,9.8,0.26,2.6531,9191.01,9250.95
835670.BJ,20231101,9.92,10.17,9.74,9.8,10.2,-0.4,-3.9216,7373.13,7273.766
835670.BJ,20231031,9.95,10.75,9.9,10.2,9.9,0.3,3.0303,15062.02,15673.059
835670.BJ,20231030,9.85,9.96,9.7,9.9,9.74,0.16,1.6427,6304.84,6214.506
835670.BJ,20231027,9.77,9.8,9.58,9.74,9.58,0.16,1.6701,5094.42,4955.267
835670.BJ,20231026,9.78,9.8,9.3,9.58,9.73,-0.15,-1.5416,4533.71,4345.595
835670.BJ,20231025,9.7,9.73,9.56,9.73,9.57,0.16,1.6719,6873.3,6651.961
835670.BJ,20231024,9.2,9.7,9.2,9.57,9.12,0.45,4.9342,6159.12,5795.603
835670.BJ,20231023,9.4,9.45,9.12,9.12,9.27,-0.15,-1.6181,2561.69,2373.024
835670.BJ,20231020,9.31,9.58,9.23,9.27,9.42,-0.15,-1.5924,2800.61,2628.685
835670.BJ,20231019,9.58,9.7,9.38,9.42,9.58,-0.16,-1.6701,2971.34,2841.296
835670.BJ,20231018,9.64,9.71,9.51,9.58,9.65,-0.07,-0.7254,2719.25,2615.182
835670.BJ,20231017,9.52,9.98,9.52,9.65,9.44,0.21,2.2246,8077.31,7868.038
835670.BJ,20231016,9.25,9.7,9.25,9.44,9.26,0.18,1.9438,4539.08,4294.747
835670.BJ,20231013,9.43,9.43,9.26,9.26,9.42,-0.16,-1.6985,3729.27,3473.87
835670.BJ,20231012,9.41,9.52,9.33,9.42,9.46,-0.04,-0.4228,4305.56,4038.337
